Rank,JobID,Score,Role,Query
1379,J004496,1,"Data Scientist","sql"
1380,J004497,1,"Data Scientist","sql"
1381,J004499,1,"Data Analyst","sql"
1382,J004501,1,"Data Scientist","sql"
1383,J004504,1,"Data Scientist","sql"
1384,J004512,1,"Data Analyst","sql"
1385,J004526,1,"Data Scientist","sql"
1386,J004529,1,"Data Analyst","sql"
1387,J004536,1,"Data Analyst","sql"
1388,J004537,1,"Data Scientist","sql"
1389,J004539,1,"Data Analyst","sql"
1390,J004546,1,"Data Analyst","sql"
1391,J004551,1,"Data Analyst","sql"
1392,J004553,1,"Data Scientist","sql"
1393,J004555,1,"Data Scientist","sql"
1394,J004557,1,"Data Analyst","sql"
1395,J004564,1,"Data Scientist","sql"
1396,J004565,1,"Data Analyst","sql"
1397,J004567,1,"Data Analyst","sql"
1398,J004570,1,"Data Analyst","sql"
1399,J004571,1,"Data Scientist","sql"
1400,J004576,1,"Data Scientist","sql"
1401,J004582,1,"Data Scientist","sql"
1402,J004584,1,"Data Analyst","sql"
1403,J004586,1,"Data Scientist","sql"
1404,J004587,1,"Data Scientist","sql"
1405,J004591,1,"Data Scientist","sql"
1406,J004593,1,"Data Analyst","sql"
1407,J004594,1,"Data Scientist","sql"
1408,J004595,1,"Data Analyst","sql"
1409,J004596,1,"Data Scientist","sql"
1410,J004598,1,"Data Analyst","sql"
1411,J004600,1,"Data Analyst","sql"
1412,J004604,1,"Data Analyst","sql"
1413,J004605,1,"Data Analyst","sql"
1414,J004607,1,"Data Analyst","sql"
1415,J004612,1,"Data Analyst","sql"
1416,J004614,1,"Data Analyst","sql"
1417,J004616,1,"Data Scientist","sql"
1418,J004617,1,"Data Scientist","sql"
1419,J004619,1,"Data Analyst","sql"
1420,J004621,1,"Data Analyst","sql"
1421,J004622,1,"Data Analyst","sql"
1422,J004623,1,"Data Scientist","sql"
1423,J004627,1,"Data Analyst","sql"
1424,J004632,1,"Data Analyst","sql"
1425,J004633,1,"Data Scientist","sql"
1426,J004634,1,"Data Analyst","sql"
1427,J004636,1,"Data Scientist","sql"
1428,J004639,1,"Data Scientist","sql"
1429,J004642,1,"Data Scientist","sql"
1430,J004643,1,"Data Scientist","sql"
1431,J004647,1,"Data Scientist","sql"
1432,J004651,1,"Data Analyst","sql"
1433,J004654,1,"Data Analyst","sql"
1434,J004659,1,"Data Analyst","sql"
1435,J004662,1,"Data Analyst","sql"
1436,J004663,1,"Data Analyst","sql"
1437,J004665,1,"Data Scientist","sql"
1438,J004671,1,"Data Scientist","sql"
1439,J004678,1,"Data Analyst","sql"
1440,J004688,1,"Data Analyst","sql"
1441,J004690,1,"Data Analyst","sql"
1442,J004697,1,"Data Scientist","sql"
1443,J004699,1,"Data Analyst","sql"
1444,J004703,1,"Data Analyst","sql"
1445,J004708,1,"Data Analyst","sql"
1446,J004711,1,"Data Scientist","sql"
1447,J004724,1,"Data Analyst","sql"
1448,J004727,1,"Data Scientist","sql"
1449,J004732,1,"Data Analyst","sql"
1450,J004734,1,"Data Analyst","sql"
1451,J004740,1,"Data Scientist","sql"
1452,J004744,1,"Data Scientist","sql"
1453,J004754,1,"Data Scientist","sql"
1454,J004759,1,"Data Scientist","sql"
1455,J004767,1,"Data Scientist","sql"
1456,J004768,1,"Data Analyst","sql"
1457,J004772,1,"Data Scientist","sql"
1458,J004776,1,"Data Analyst","sql"
1459,J004780,1,"Data Analyst","sql"
1460,J004784,1,"Data Scientist","sql"
1461,J004788,1,"Data Scientist","sql"
1462,J004791,1,"Data Scientist","sql"
1463,J004794,1,"Data Scientist","sql"
1464,J004795,1,"Data Scientist","sql"
1465,J004800,1,"Data Analyst","sql"
1466,J004804,1,"Data Scientist","sql"
1467,J004821,1,"Data Analyst","sql"
1468,J004825,1,"Data Analyst","sql"
1469,J004833,1,"Data Scientist","sql"
1470,J004837,1,"Data Analyst","sql"
1471,J004839,1,"Data Scientist","sql"
1472,J004841,1,"Data Analyst","sql"
1473,J004843,1,"Data Analyst","sql"
1474,J004845,1,"Data Analyst","sql"
1475,J004846,1,"Data Analyst","sql"
1476,J004847,1,"Data Scientist","sql"
1477,J004850,1,"Data Scientist","sql"
1478,J004853,1,"Data Scientist","sql"
1479,J004855,1,"Data Analyst","sql"
1480,J004864,1,"Data Analyst","sql"
1481,J004866,1,"Data Analyst","sql"
1482,J004868,1,"Data Scientist","sql"
1483,J004870,1,"Data Analyst","sql"
1484,J004872,1,"Data Analyst","sql"
1485,J004880,1,"Data Analyst","sql"
1486,J004884,1,"Data Analyst","sql"
1487,J004889,1,"Data Scientist","sql"
1488,J004891,1,"Data Analyst","sql"
1489,J004895,1,"Data Scientist","sql"
1490,J004906,1,"Data Analyst","sql"
1491,J004909,1,"Data Scientist","sql"
1492,J004911,1,"Data Analyst","sql"
1493,J004915,1,"Data Analyst","sql"
1494,J004917,1,"Data Analyst","sql"
1495,J004924,1,"Data Analyst","sql"
1496,J004925,1,"Data Scientist","sql"
1497,J004928,1,"Data Analyst","sql"
1498,J004933,1,"Data Analyst","sql"
1499,J004936,1,"Data Analyst","sql"
1500,J004938,1,"Data Analyst","sql"
1501,J004943,1,"Data Analyst","sql"
1502,J004944,1,"Data Scientist","sql"
1503,J004946,1,"Data Analyst","sql"
1504,J004947,1,"Data Scientist","sql"
1505,J004948,1,"Data Analyst","sql"
1506,J004949,1,"Data Analyst","sql"
1507,J004961,1,"Data Analyst","sql"
1508,J004963,1,"Data Scientist","sql"
1509,J004967,1,"Data Analyst","sql"
1510,J004971,1,"Data Analyst","sql"
1511,J004972,1,"Data Scientist","sql"
1512,J004975,1,"Data Scientist","sql"
1513,J004988,1,"Data Scientist","sql"
1514,J004990,1,"Data Analyst","sql"
1515,J004994,1,"Data Scientist","sql"
1516,J004997,1,"Data Analyst","sql"
1517,J004998,1,"Data Scientist","sql"
1518,J004999,1,"Data Analyst","sql"
1519,J005000,1,"Data Analyst","sql"
1520,J005005,1,"Data Analyst","sql"
1521,J005006,1,"Data Analyst","sql"
1522,J005008,1,"Data Analyst","sql"
1523,J005015,1,"Data Scientist","sql"
1524,J005018,1,"Data Scientist","sql"
1525,J005020,1,"Data Scientist","sql"
1526,J005022,1,"Data Scientist","sql"
1527,J005023,1,"Data Analyst","sql"
1528,J005026,1,"Data Analyst","sql"
1529,J005034,1,"Data Scientist","sql"
1530,J005035,1,"Data Analyst","sql"
1531,J005044,1,"Data Analyst","sql"
1532,J005046,1,"Data Scientist","sql"
1533,J005047,1,"Data Scientist","sql"
1534,J005048,1,"Data Scientist","sql"
1535,J005050,1,"Data Scientist","sql"
1536,J005054,1,"Data Scientist","sql"
1537,J005062,1,"Data Analyst","sql"
1538,J005063,1,"Data Scientist","sql"
1539,J005065,1,"Data Analyst","sql"
1540,J005067,1,"Data Analyst","sql"
1541,J005068,1,"Data Scientist","sql"
1542,J005071,1,"Data Analyst","sql"
1543,J005072,1,"Data Scientist","sql"
1544,J005075,1,"Data Analyst","sql"
1545,J005077,1,"Data Scientist","sql"
1546,J005082,1,"Data Analyst","sql"
1547,J005083,1,"Data Analyst","sql"
1548,J005084,1,"Data Analyst","sql"
1549,J005089,1,"Data Scientist","sql"
1550,J005093,1,"Data Analyst","sql"
1551,J005094,1,"Data Scientist","sql"
1552,J005096,1,"Data Scientist","sql"
1553,J005097,1,"Data Scientist","sql"
1554,J005100,1,"Data Analyst","sql"
1555,J005102,1,"Data Scientist","sql"
1556,J005103,1,"Data Analyst","sql"
1557,J005115,1,"Data Scientist","sql"
1558,J005120,1,"Data Scientist","sql"
1559,J005124,1,"Data Analyst","sql"
1560,J005126,1,"Data Scientist","sql"
1561,J005132,1,"Data Analyst","sql"
1562,J005135,1,"Data Analyst","sql"
1563,J005138,1,"Data Scientist","sql"
1564,J005140,1,"Data Scientist","sql"
1565,J005144,1,"Data Analyst","sql"
1566,J005147,1,"Data Scientist","sql"
1567,J005149,1,"Data Scientist","sql"
1568,J005152,1,"Data Analyst","sql"
1569,J005153,1,"Data Scientist","sql"
1570,J005156,1,"Data Scientist","sql"
1571,J005158,1,"Data Scientist","sql"
1572,J005159,1,"Data Analyst","sql"
1573,J005162,1,"Data Analyst","sql"
1574,J005166,1,"Data Analyst","sql"
1575,J005182,1,"Data Analyst","sql"
1576,J005184,1,"Data Analyst","sql"
1577,J005189,1,"Data Scientist","sql"
1578,J005191,1,"Data Analyst","sql"
1579,J005199,1,"Data Analyst","sql"
1580,J005200,1,"Data Analyst","sql"
1581,J005203,1,"Data Scientist","sql"
1582,J005206,1,"Data Scientist","sql"
1583,J005212,1,"Data Analyst","sql"
1584,J005213,1,"Data Analyst","sql"
1585,J005216,1,"Data Analyst","sql"
1586,J005224,1,"Data Scientist","sql"
1587,J005226,1,"Data Analyst","sql"
1588,J005231,1,"Data Analyst","sql"
1589,J005236,1,"Data Analyst","sql"
1590,J005237,1,"Data Analyst","sql"
1591,J005238,1,"Data Scientist","sql"
1592,J005245,1,"Data Analyst","sql"
1593,J005246,1,"Data Analyst","sql"
1594,J005248,1,"Data Analyst","sql"
1595,J005255,1,"Data Scientist","sql"
1596,J005259,1,"Data Scientist","sql"
1597,J005265,1,"Data Scientist","sql"
1598,J005268,1,"Data Analyst","sql"
1599,J005271,1,"Data Analyst","sql"
1600,J005273,1,"Data Analyst","sql"
1601,J005275,1,"Data Scientist","sql"
1602,J005281,1,"Data Analyst","sql"
1603,J005282,1,"Data Analyst","sql"
1604,J005283,1,"Data Scientist","sql"
1605,J005296,1,"Data Analyst","sql"
1606,J005297,1,"Data Scientist","sql"
1607,J005303,1,"Data Analyst","sql"
1608,J005312,1,"Data Scientist","sql"
1609,J005313,1,"Data Analyst","sql"
1610,J005314,1,"Data Analyst","sql"
1611,J005315,1,"Data Scientist","sql"
1612,J005316,1,"Data Analyst","sql"
1613,J005317,1,"Data Scientist","sql"
1614,J005322,1,"Data Scientist","sql"
1615,J005325,1,"Data Analyst","sql"
1616,J005327,1,"Data Scientist","sql"
1617,J005328,1,"Data Scientist","sql"
1618,J005329,1,"Data Scientist","sql"
1619,J005331,1,"Data Scientist","sql"
1620,J005333,1,"Data Scientist","sql"
1621,J005336,1,"Data Scientist","sql"
1622,J005341,1,"Data Analyst","sql"
1623,J005344,1,"Data Analyst","sql"
1624,J005350,1,"Data Scientist","sql"
1625,J005352,1,"Data Scientist","sql"
1626,J005353,1,"Data Analyst","sql"
1627,J005354,1,"Data Analyst","sql"
1628,J005356,1,"Data Analyst","sql"
1629,J005359,1,"Data Analyst","sql"
1630,J005360,1,"Data Scientist","sql"
1631,J005362,1,"Data Analyst","sql"
1632,J005363,1,"Data Analyst","sql"
1633,J005367,1,"Data Analyst","sql"
1634,J005368,1,"Data Analyst","sql"
1635,J005371,1,"Data Scientist","sql"
1636,J005379,1,"Data Analyst","sql"
1637,J005383,1,"Data Scientist","sql"
1638,J005384,1,"Data Analyst","sql"
1639,J005388,1,"Data Scientist","sql"
1640,J005391,1,"Data Analyst","sql"
1641,J005400,1,"Data Analyst","sql"
1642,J005404,1,"Data Analyst","sql"
1643,J005405,1,"Data Analyst","sql"
1644,J005406,1,"Data Scientist","sql"
1645,J005407,1,"Data Scientist","sql"
1646,J005410,1,"Data Scientist","sql"
1647,J005411,1,"Data Analyst","sql"
1648,J005414,1,"Data Scientist","sql"
1649,J005416,1,"Data Analyst","sql"
1650,J005418,1,"Data Analyst","sql"
1651,J005419,1,"Data Analyst","sql"
1652,J005420,1,"Data Analyst","sql"
1653,J005424,1,"Data Scientist","sql"
1654,J005435,1,"Data Analyst","sql"
1655,J005436,1,"Data Analyst","sql"
1656,J005445,1,"Data Analyst","sql"
1657,J005448,1,"Data Analyst","sql"
1658,J005449,1,"Data Analyst","sql"
1659,J005450,1,"Data Scientist","sql"
1660,J005451,1,"Data Scientist","sql"
1661,J005452,1,"Data Scientist","sql"
1662,J005453,1,"Data Analyst","sql"
1663,J005460,1,"Data Analyst","sql"
1664,J005461,1,"Data Analyst","sql"
1665,J005467,1,"Data Scientist","sql"
1666,J005473,1,"Data Analyst","sql"
1667,J005474,1,"Data Scientist","sql"
1668,J005476,1,"Data Scientist","sql"
1669,J005479,1,"Data Scientist","sql"
1670,J005480,1,"Data Analyst","sql"
1671,J005493,1,"Data Scientist","sql"
1672,J005494,1,"Data Analyst","sql"
1673,J005495,1,"Data Analyst","sql"
1674,J005497,1,"Data Scientist","sql"
1675,J005498,1,"Data Analyst","sql"
1676,J005500,1,"Data Analyst","sql"
1677,J005510,1,"Data Scientist","sql"
1678,J005512,1,"Data Scientist","sql"
1679,J005513,1,"Data Scientist","sql"
1680,J005517,1,"Data Scientist","sql"
1681,J005520,1,"Data Scientist","sql"
1682,J005522,1,"Data Analyst","sql"
1683,J005524,1,"Data Scientist","sql"
1684,J005529,1,"Data Scientist","sql"
1685,J005533,1,"Data Analyst","sql"
1686,J005534,1,"Data Analyst","sql"
1687,J005535,1,"Data Scientist","sql"
1688,J005537,1,"Data Scientist","sql"
1689,J005538,1,"Data Analyst","sql"
1690,J005539,1,"Data Analyst","sql"
1691,J005542,1,"Data Scientist","sql"
1692,J005547,1,"Data Analyst","sql"
1693,J005552,1,"Data Analyst","sql"
1694,J005559,1,"Data Scientist","sql"
1695,J005562,1,"Data Analyst","sql"
1696,J005564,1,"Data Scientist","sql"
1697,J005570,1,"Data Scientist","sql"
1698,J005572,1,"Data Analyst","sql"
1699,J005575,1,"Data Scientist","sql"
1700,J005577,1,"Data Scientist","sql"
1701,J005578,1,"Data Analyst","sql"
1702,J005580,1,"Data Scientist","sql"
1703,J005587,1,"Data Scientist","sql"
1704,J005588,1,"Data Scientist","sql"
1705,J005592,1,"Data Scientist","sql"
1706,J005608,1,"Data Scientist","sql"
1707,J005610,1,"Data Scientist","sql"
1708,J005613,1,"Data Analyst","sql"
1709,J005617,1,"Data Analyst","sql"
1710,J005626,1,"Data Analyst","sql"
1711,J005627,1,"Data Analyst","sql"
1712,J005631,1,"Data Analyst","sql"
1713,J005632,1,"Data Analyst","sql"
1714,J005634,1,"Data Scientist","sql"
1715,J005636,1,"Data Scientist","sql"
1716,J005637,1,"Data Analyst","sql"
1717,J005641,1,"Data Analyst","sql"
1718,J005643,1,"Data Analyst","sql"
1719,J005644,1,"Data Scientist","sql"
1720,J005645,1,"Data Analyst","sql"
1721,J005646,1,"Data Scientist","sql"
1722,J005649,1,"Data Analyst","sql"
1723,J005653,1,"Data Scientist","sql"
1724,J005662,1,"Data Analyst","sql"
1725,J005668,1,"Data Scientist","sql"
1726,J005672,1,"Data Scientist","sql"
1727,J005676,1,"Data Analyst","sql"
1728,J005682,1,"Data Scientist","sql"
1729,J005688,1,"Data Scientist","sql"
1730,J005689,1,"Data Scientist","sql"
1731,J005692,1,"Data Analyst","sql"
1732,J005694,1,"Data Scientist","sql"
1733,J005700,1,"Data Analyst","sql"
1734,J005701,1,"Data Scientist","sql"
1735,J005702,1,"Data Analyst","sql"
1736,J005708,1,"Data Analyst","sql"
1737,J005711,1,"Data Scientist","sql"
1738,J005716,1,"Data Analyst","sql"
1739,J005717,1,"Data Analyst","sql"
1740,J005719,1,"Data Scientist","sql"
1741,J005723,1,"Data Analyst","sql"
1742,J005724,1,"Data Analyst","sql"
1743,J005727,1,"Data Analyst","sql"
1744,J005731,1,"Data Analyst","sql"
1745,J005732,1,"Data Scientist","sql"
1746,J005733,1,"Data Analyst","sql"
1747,J005736,1,"Data Scientist","sql"
1748,J005738,1,"Data Scientist","sql"
1749,J005739,1,"Data Analyst","sql"
1750,J005741,1,"Data Scientist","sql"
1751,J005744,1,"Data Analyst","sql"
1752,J005745,1,"Data Scientist","sql"
1753,J005762,1,"Data Scientist","sql"
1754,J005769,1,"Data Scientist","sql"
1755,J005770,1,"Data Scientist","sql"
1756,J005771,1,"Data Scientist","sql"
1757,J005774,1,"Data Scientist","sql"
1758,J005775,1,"Data Scientist","sql"
1759,J005776,1,"Data Scientist","sql"
1760,J005777,1,"Data Scientist","sql"
1761,J005780,1,"Data Analyst","sql"
1762,J005783,1,"Data Analyst","sql"
1763,J005786,1,"Data Scientist","sql"
1764,J005788,1,"Data Analyst","sql"
1765,J005795,1,"Data Scientist","sql"
1766,J005800,1,"Data Analyst","sql"
1767,J005808,1,"Data Scientist","sql"
1768,J005813,1,"Data Scientist","sql"
1769,J005814,1,"Data Scientist","sql"
1770,J005815,1,"Data Scientist","sql"
1771,J005816,1,"Data Scientist","sql"
1772,J005822,1,"Data Scientist","sql"
1773,J005825,1,"Data Scientist","sql"
1774,J005828,1,"Data Scientist","sql"
1775,J005829,1,"Data Analyst","sql"
1776,J005836,1,"Data Scientist","sql"
1777,J005843,1,"Data Scientist","sql"
1778,J005852,1,"Data Scientist","sql"
1779,J005853,1,"Data Analyst","sql"
1780,J005857,1,"Data Scientist","sql"
1781,J005873,1,"Data Analyst","sql"
1782,J005875,1,"Data Scientist","sql"
1783,J005876,1,"Data Scientist","sql"
1784,J005879,1,"Data Scientist","sql"
1785,J005881,1,"Data Scientist","sql"
1786,J005882,1,"Data Scientist","sql"
1787,J005884,1,"Data Scientist","sql"
1788,J005885,1,"Data Analyst","sql"
1789,J005890,1,"Data Scientist","sql"
1790,J005894,1,"Data Scientist","sql"
1791,J005897,1,"Data Analyst","sql"
1792,J005899,1,"Data Scientist","sql"
1793,J005900,1,"Data Analyst","sql"
1794,J005907,1,"Data Analyst","sql"
1795,J005915,1,"Data Scientist","sql"
1796,J005927,1,"Data Analyst","sql"
1797,J005930,1,"Data Scientist","sql"
1798,J005937,1,"Data Analyst","sql"
1799,J005938,1,"Data Scientist","sql"
1800,J005939,1,"Data Analyst","sql"
1801,J005943,1,"Data Scientist","sql"
1802,J005945,1,"Data Scientist","sql"
1803,J005946,1,"Data Analyst","sql"
1804,J005949,1,"Data Analyst","sql"
1805,J005955,1,"Data Scientist","sql"
1806,J005967,1,"Data Analyst","sql"
1807,J005968,1,"Data Scientist","sql"
1808,J005977,1,"Data Scientist","sql"
1809,J005980,1,"Data Scientist","sql"
1810,J005982,1,"Data Scientist","sql"
1811,J005985,1,"Data Analyst","sql"
1812,J005987,1,"Data Scientist","sql"
1813,J005991,1,"Data Scientist","sql"
1814,J005993,1,"Data Analyst","sql"
1815,J005995,1,"Data Scientist","sql"
1816,J005996,1,"Data Scientist","sql"
1817,J006000,1,"Data Analyst","sql"
1818,J006007,1,"Data Scientist","sql"
1819,J006011,1,"Data Analyst","sql"
1820,J006012,1,"Data Analyst","sql"
1821,J006014,1,"Data Scientist","sql"
1822,J006018,1,"Data Scientist","sql"
1823,J006025,1,"Data Scientist","sql"
1824,J006027,1,"Data Analyst","sql"
1825,J006031,1,"Data Analyst","sql"
1826,J006032,1,"Data Scientist","sql"
1827,J006037,1,"Data Analyst","sql"
1828,J006038,1,"Data Scientist","sql"
1829,J006040,1,"Data Scientist","sql"
1830,J006045,1,"Data Scientist","sql"
1831,J006047,1,"Data Scientist","sql"
1832,J006052,1,"Data Analyst","sql"
1833,J006054,1,"Data Scientist","sql"
1834,J006057,1,"Data Scientist","sql"
1835,J006059,1,"Data Analyst","sql"
1836,J006062,1,"Data Scientist","sql"
1837,J006063,1,"Data Analyst","sql"
1838,J006074,1,"Data Scientist","sql"
1839,J006077,1,"Data Analyst","sql"
1840,J006078,1,"Data Analyst","sql"
1841,J006080,1,"Data Analyst","sql"
1842,J006082,1,"Data Analyst","sql"
1843,J006084,1,"Data Analyst","sql"
1844,J006087,1,"Data Analyst","sql"
1845,J006090,1,"Data Analyst","sql"
1846,J006091,1,"Data Analyst","sql"
1847,J006098,1,"Data Analyst","sql"
1848,J006100,1,"Data Analyst","sql"
1849,J006101,1,"Data Scientist","sql"
1850,J006102,1,"Data Analyst","sql"
1851,J006103,1,"Data Scientist","sql"
1852,J006113,1,"Data Analyst","sql"
1853,J006117,1,"Data Analyst","sql"
1854,J006119,1,"Data Scientist","sql"
1855,J006120,1,"Data Analyst","sql"
1856,J006122,1,"Data Scientist","sql"
1857,J006125,1,"Data Scientist","sql"
1858,J006127,1,"Data Scientist","sql"
1859,J006128,1,"Data Analyst","sql"
1860,J006140,1,"Data Scientist","sql"
1861,J006141,1,"Data Analyst","sql"
1862,J006149,1,"Data Scientist","sql"
1863,J006151,1,"Data Analyst","sql"
1864,J006160,1,"Data Scientist","sql"
1865,J006162,1,"Data Analyst","sql"
1866,J006167,1,"Data Analyst","sql"
1867,J006170,1,"Data Analyst","sql"
1868,J006171,1,"Data Scientist","sql"
1869,J006173,1,"Data Analyst","sql"
1870,J006174,1,"Data Analyst","sql"
1871,J006175,1,"Data Analyst","sql"
1872,J006182,1,"Data Analyst","sql"
1873,J006183,1,"Data Scientist","sql"
1874,J006185,1,"Data Analyst","sql"
1875,J006190,1,"Data Analyst","sql"
1876,J006194,1,"Data Scientist","sql"
1877,J006195,1,"Data Analyst","sql"
1878,J006196,1,"Data Scientist","sql"
1879,J006198,1,"Data Analyst","sql"
1880,J006200,1,"Data Analyst","sql"
1881,J006202,1,"Data Scientist","sql"
1882,J006208,1,"Data Analyst","sql"
1883,J006210,1,"Data Analyst","sql"
1884,J006211,1,"Data Scientist","sql"
1885,J006213,1,"Data Scientist","sql"
1886,J006215,1,"Data Scientist","sql"
1887,J006218,1,"Data Scientist","sql"
1888,J006220,1,"Data Analyst","sql"
1889,J006222,1,"Data Analyst","sql"
1890,J006229,1,"Data Scientist","sql"
1891,J006231,1,"Data Analyst","sql"
1892,J006233,1,"Data Analyst","sql"
1893,J006238,1,"Data Analyst","sql"
1894,J006241,1,"Data Analyst","sql"
1895,J006242,1,"Data Analyst","sql"
1896,J006243,1,"Data Scientist","sql"
1897,J006246,1,"Data Analyst","sql"
1898,J006254,1,"Data Scientist","sql"
1899,J006255,1,"Data Analyst","sql"
1900,J006260,1,"Data Analyst","sql"
1901,J006266,1,"Data Analyst","sql"
1902,J006271,1,"Data Analyst","sql"
1903,J006275,1,"Data Analyst","sql"
1904,J006276,1,"Data Scientist","sql"
1905,J006277,1,"Data Scientist","sql"
1906,J006278,1,"Data Scientist","sql"
1907,J006282,1,"Data Analyst","sql"
1908,J006285,1,"Data Scientist","sql"
1909,J006288,1,"Data Analyst","sql"
1910,J006292,1,"Data Scientist","sql"
1911,J006298,1,"Data Scientist","sql"
1912,J006305,1,"Data Scientist","sql"
1913,J006308,1,"Data Scientist","sql"
1914,J006313,1,"Data Analyst","sql"
1915,J006314,1,"Data Scientist","sql"
1916,J006316,1,"Data Scientist","sql"
1917,J006318,1,"Data Analyst","sql"
1918,J006325,1,"Data Analyst","sql"
1919,J006329,1,"Data Analyst","sql"
1920,J006331,1,"Data Analyst","sql"
1921,J006339,1,"Data Analyst","sql"
1922,J006342,1,"Data Analyst","sql"
1923,J006344,1,"Data Scientist","sql"
1924,J006348,1,"Data Scientist","sql"
1925,J006352,1,"Data Scientist","sql"
1926,J006355,1,"Data Analyst","sql"
1927,J006358,1,"Data Analyst","sql"
1928,J006361,1,"Data Analyst","sql"
1929,J006362,1,"Data Scientist","sql"
1930,J006365,1,"Data Analyst","sql"
1931,J006369,1,"Data Analyst","sql"
1932,J006371,1,"Data Scientist","sql"
1933,J006373,1,"Data Analyst","sql"
1934,J006374,1,"Data Analyst","sql"
1935,J006378,1,"Data Analyst","sql"
1936,J006387,1,"Data Analyst","sql"
1937,J006394,1,"Data Scientist","sql"
1938,J006396,1,"Data Scientist","sql"
1939,J006398,1,"Data Scientist","sql"
1940,J006403,1,"Data Scientist","sql"
1941,J006405,1,"Data Analyst","sql"
1942,J006406,1,"Data Analyst","sql"
1943,J006408,1,"Data Scientist","sql"
1944,J006409,1,"Data Analyst","sql"
1945,J006411,1,"Data Analyst","sql"
1946,J006413,1,"Data Scientist","sql"
1947,J006416,1,"Data Analyst","sql"
1948,J006418,1,"Data Analyst","sql"
1949,J006421,1,"Data Analyst","sql"
1950,J006424,1,"Data Scientist","sql"
1951,J006426,1,"Data Analyst","sql"
1952,J006429,1,"Data Analyst","sql"
1953,J006437,1,"Data Scientist","sql"
1954,J006441,1,"Data Analyst","sql"
1955,J006456,1,"Data Analyst","sql"
1956,J006458,1,"Data Scientist","sql"
1957,J006465,1,"Data Analyst","sql"
1958,J006467,1,"Data Analyst","sql"
1959,J006469,1,"Data Analyst","sql"
1960,J006470,1,"Data Scientist","sql"
1961,J006471,1,"Data Analyst","sql"
1962,J006473,1,"Data Scientist","sql"
1963,J006474,1,"Data Analyst","sql"
1964,J006476,1,"Data Analyst","sql"
1965,J006479,1,"Data Analyst","sql"
1966,J006482,1,"Data Analyst","sql"
1967,J006485,1,"Data Scientist","sql"
1968,J006487,1,"Data Scientist","sql"
1969,J006489,1,"Data Scientist","sql"
1970,J006490,1,"Data Scientist","sql"
1971,J006492,1,"Data Scientist","sql"
1972,J006493,1,"Data Scientist","sql"
1973,J006498,1,"Data Scientist","sql"
1974,J006502,1,"Data Scientist","sql"
1975,J006504,1,"Data Scientist","sql"
1976,J006509,1,"Data Analyst","sql"
1977,J006511,1,"Data Analyst","sql"
1978,J006514,1,"Data Scientist","sql"
1979,J006515,1,"Data Scientist","sql"
1980,J006516,1,"Data Analyst","sql"
1981,J006520,1,"Data Analyst","sql"
1982,J006521,1,"Data Analyst","sql"
1983,J006531,1,"Data Analyst","sql"
1984,J006533,1,"Data Analyst","sql"
1985,J006538,1,"Data Scientist","sql"
1986,J006543,1,"Data Analyst","sql"
1987,J006549,1,"Data Scientist","sql"
1988,J006554,1,"Data Analyst","sql"
1989,J006555,1,"Data Analyst","sql"
1990,J006558,1,"Data Scientist","sql"
1991,J006559,1,"Data Analyst","sql"
1992,J006563,1,"Data Scientist","sql"
1993,J006568,1,"Data Analyst","sql"
1994,J006571,1,"Data Scientist","sql"
1995,J006573,1,"Data Analyst","sql"
1996,J006574,1,"Data Analyst","sql"
1997,J006576,1,"Data Scientist","sql"
1998,J006579,1,"Data Analyst","sql"
1999,J006580,1,"Data Analyst","sql"
2000,J006581,1,"Data Scientist","sql"
2001,J006588,1,"Data Analyst","sql"
2002,J006589,1,"Data Scientist","sql"
2003,J006596,1,"Data Scientist","sql"
2004,J006599,1,"Data Analyst","sql"
2005,J006600,1,"Data Analyst","sql"
2006,J006607,1,"Data Scientist","sql"
2007,J006608,1,"Data Scientist","sql"
2008,J006609,1,"Data Analyst","sql"
2009,J006620,1,"Data Analyst","sql"
2010,J006622,1,"Data Analyst","sql"
2011,J006623,1,"Data Scientist","sql"
2012,J006624,1,"Data Scientist","sql"
2013,J006633,1,"Data Analyst","sql"
2014,J006634,1,"Data Scientist","sql"
2015,J006645,1,"Data Scientist","sql"
2016,J006646,1,"Data Analyst","sql"
2017,J006647,1,"Data Analyst","sql"
2018,J006649,1,"Data Analyst","sql"
2019,J006652,1,"Data Analyst","sql"
2020,J006659,1,"Data Analyst","sql"
2021,J006662,1,"Data Scientist","sql"
2022,J006665,1,"Data Scientist","sql"
2023,J006670,1,"Data Scientist","sql"
2024,J006678,1,"Data Scientist","sql"
2025,J006679,1,"Data Scientist","sql"
2026,J006680,1,"Data Analyst","sql"
2027,J006682,1,"Data Scientist","sql"
2028,J006686,1,"Data Analyst","sql"
2029,J006688,1,"Data Analyst","sql"
2030,J006690,1,"Data Analyst","sql"
2031,J006693,1,"Data Analyst","sql"
2032,J006705,1,"Data Analyst","sql"
2033,J006709,1,"Data Scientist","sql"
2034,J006711,1,"Data Scientist","sql"
2035,J006717,1,"Data Analyst","sql"
2036,J006718,1,"Data Scientist","sql"
2037,J006721,1,"Data Scientist","sql"
2038,J006724,1,"Data Analyst","sql"
2039,J006725,1,"Data Scientist","sql"
2040,J006727,1,"Data Scientist","sql"
2041,J006731,1,"Data Scientist","sql"
2042,J006733,1,"Data Scientist","sql"
2043,J006736,1,"Data Scientist","sql"
