ResumeID,Cleaned_Skills
R004647,Deep Learning
R004648,"Stakeholder Management, Scrum, Product Roadmap"
R004649,"TensorFlow, Computer Vision, PyTorch, Cloud, MLOps"
R004650,"Power BI, Data Cleaning, SQL, Reporting, Tableau, Excel"
R004651,Power BI
R004652,"PyTorch, MLOps, Computer Vision"
R004653,"PyTorch, Cloud, TensorFlow, Python, MLOps"
R004654,"Tableau, Excel, Power BI"
R004655,"Java, Agile, REST APIs"
R004656,"PyTorch, MLOps, TensorFlow, Python, Keras"
R004657,"Python, Pandas, Statistics"
R004658,"TensorFlow, Keras, Cloud, Python, Computer Vision, MLOps"
R004659,"SQL, Power BI, Excel"
R004660,"Stakeholder Management, User Stories, Scrum, Product Roadmap, Agile"
R004661,"Docker, System Design, Spring Boot, REST APIs, Agile"
R004662,Reporting
R004663,"Power BI, SQL, Data Cleaning, Tableau, Excel, Reporting"
R004664,"Docker, Git, Spring Boot"
R004665,"NLP, Statistics, Deep Learning, Machine Learning"
R004666,"Product Roadmap, Scrum, User Stories"
R004667,"Spring Boot, Docker, Git, REST APIs, Java"
R004668,"Spring Boot, System Design"
R004669,"Agile, Java, REST APIs, Docker, Git"
R004670,"Docker, Java, System Design, Git, Agile"
R004671,"Pandas, Deep Learning, Machine Learning, Statistics, NLP"
R004672,"Stakeholder Management, Scrum, User Stories, Agile, Product Roadmap"
R004673,"Java, Git, Docker, REST APIs, System Design"
R004674,"Tableau, Data Cleaning"
R004675,"Spring Boot, Git, System Design, REST APIs"
R004676,"MLOps, Computer Vision, Keras, TensorFlow, Python"
R004677,"Agile, User Stories, Scrum, Product Roadmap, Stakeholder Management"
R004678,"Tableau, Data Cleaning, SQL, Excel"
R004679,"Reporting, Power BI, Tableau, SQL, Excel, Data Cleaning"
R004680,"Agile, User Stories, Stakeholder Management, Product Roadmap, Scrum"
R004681,"Stakeholder Management, Scrum, Product Roadmap, Agile"
R004682,"Data Cleaning, Excel, Power BI"
R004683,"Agile, Product Roadmap"
R004684,"Agile, REST APIs, Spring Boot, Git, System Design"
R004685,Scrum
R004686,"Git, System Design, Spring Boot"
R004687,"Keras, Computer Vision, Python"
R004688,"Excel, Power BI, Data Cleaning, Tableau"
R004689,"MLOps, PyTorch, Python"
R004690,"Excel, Reporting, Data Cleaning, SQL, Tableau"
R004691,"Computer Vision, MLOps, PyTorch"
R004692,"Product Roadmap, Agile, Stakeholder Management, Scrum"
R004693,"Cloud, TensorFlow, Python, Computer Vision"
R004694,"Agile, Scrum, User Stories"
R004695,"MLOps, Python, PyTorch, Keras"
R004696,"Java, Agile, REST APIs, Spring Boot, Git"
R004697,"Pandas, Statistics, SQL, Python, NLP"
R004698,"Agile, System Design, Java"
R004699,"Reporting, Data Cleaning, SQL, Tableau, Excel"
R004700,"REST APIs, Agile, Java, Spring Boot, System Design, Git"
R004701,"Scrum, User Stories, Agile, Product Roadmap"
R004702,"SQL, Deep Learning, Pandas, Machine Learning, Python, NLP"
R004703,"SQL, Excel, Reporting"
R004704,"MLOps, PyTorch, Computer Vision, Keras, Cloud, TensorFlow"
R004705,"User Stories, Scrum, Product Roadmap, Agile"
R004706,User Stories
R004707,"User Stories, Scrum, Product Roadmap, Agile"
R004708,"Excel, Reporting, Data Cleaning"
R004709,"Agile, Product Roadmap, Stakeholder Management"
R004710,"REST APIs, Java, Docker, Spring Boot"
R004711,"SQL, Machine Learning"
R004712,"System Design, Git"
R004713,"Docker, Git, Java, System Design, REST APIs"
R004714,"Scrum, Product Roadmap, Agile"
R004715,"Power BI, Data Cleaning"
R004716,"MLOps, Python"
R004717,"Product Roadmap, User Stories, Stakeholder Management, Agile"
R004718,"PyTorch, Keras, TensorFlow, Computer Vision, MLOps, Python"
R004719,"Computer Vision, Cloud, TensorFlow"
R004720,"Python, PyTorch"
R004721,"Computer Vision, PyTorch, TensorFlow"
R004722,"Agile, REST APIs, System Design, Docker, Git"
R004723,"Stakeholder Management, User Stories"
R004724,"Reporting, SQL"
R004725,"User Stories, Stakeholder Management, Scrum, Agile"
R004726,"Stakeholder Management, Agile, Scrum"
R004727,"Deep Learning, Python"
R004728,"Python, Computer Vision, MLOps, Keras"
R004729,"Stakeholder Management, Agile, Product Roadmap"
R004730,"MLOps, TensorFlow, Python, Keras"
R004731,"Pandas, SQL, Machine Learning, Deep Learning, NLP"
R004732,"Excel, Data Cleaning"
R004733,"User Stories, Scrum, Product Roadmap, Stakeholder Management"
R004734,"Data Cleaning, Excel, SQL, Power BI, Tableau"
R004735,"Stakeholder Management, Agile, Scrum"
R004736,"Cloud, TensorFlow, MLOps, Computer Vision, Python, Keras"
R004737,"PyTorch, Keras, TensorFlow, Cloud, MLOps"
R004738,"Agile, Scrum, User Stories, Product Roadmap, Stakeholder Management"
R004739,"Java, Agile, Spring Boot, REST APIs, Docker"
R004740,"Pandas, Python"
R004741,"Pandas, NLP, Python, SQL, Statistics"
R004742,"Product Roadmap, User Stories, Agile, Stakeholder Management, Scrum"
R004743,"SQL, Tableau, Data Cleaning"
R004744,"Statistics, Pandas"
R004745,"TensorFlow, MLOps, Computer Vision"
R004746,Java
R004747,"Java, Docker, Agile"
R004748,"Scrum, Stakeholder Management, Agile"
R004749,"TensorFlow, Keras, PyTorch"
R004750,"SQL, Excel, Tableau, Data Cleaning, Power BI"
R004751,"User Stories, Agile, Product Roadmap"
R004752,Spring Boot
R004753,"PyTorch, TensorFlow, MLOps"
R004754,"Machine Learning, Python, Statistics, Pandas, Deep Learning"
R004755,"TensorFlow, Python, Computer Vision, Cloud, MLOps"
R004756,"Spring Boot, Java, Git, REST APIs, Agile, System Design"
R004757,"MLOps, TensorFlow, Computer Vision"
R004758,"Scrum, Stakeholder Management"
R004759,"Statistics, Pandas, Machine Learning"
R004760,"Python, TensorFlow, PyTorch, Cloud"
R004761,"Computer Vision, TensorFlow, Keras"
R004762,"Deep Learning, Pandas, Python, NLP, SQL, Machine Learning, Statistics"
R004763,"Stakeholder Management, Scrum, User Stories"
R004764,"Cloud, Keras, Computer Vision"
R004765,"NLP, Pandas, SQL"
R004766,"Scrum, User Stories"
R004767,"Statistics, SQL, Python"
R004768,"Data Cleaning, Reporting, Tableau"
R004769,"System Design, Docker, Spring Boot, Git"
R004770,"Keras, MLOps"
R004771,Computer Vision
R004772,"Deep Learning, SQL, Machine Learning, NLP"
R004773,"Agile, REST APIs, Docker, Spring Boot"
R004774,"Agile, Stakeholder Management"
R004775,Agile
R004776,"Power BI, Tableau, Data Cleaning, SQL, Excel"
R004777,"System Design, Spring Boot, REST APIs, Agile, Java"
R004778,"PyTorch, Computer Vision, Python"
R004779,"SQL, NLP, Python, Deep Learning, Pandas"
R004780,"SQL, Reporting, Data Cleaning, Power BI"
R004781,"Python, Computer Vision, Keras, MLOps"
R004782,"User Stories, Agile, Scrum, Product Roadmap"
R004783,"Tableau, SQL, Data Cleaning, Excel, Power BI"
R004784,"Python, NLP, Statistics, Deep Learning, SQL, Pandas"
R004785,"User Stories, Stakeholder Management, Product Roadmap, Agile"
R004786,"Scrum, Product Roadmap, User Stories, Agile, Stakeholder Management"
R004787,"Python, Computer Vision"
R004788,"Deep Learning, Python, Pandas, Statistics"
R004789,"MLOps, Keras, Computer Vision"
R004790,"Reporting, SQL"
R004791,"NLP, SQL, Pandas, Statistics, Deep Learning"
R004792,"Docker, Git, System Design, Spring Boot"
R004793,"Git, Spring Boot, REST APIs, System Design, Docker"
R004794,"Deep Learning, Python, SQL, Machine Learning"
R004795,"Python, Deep Learning, SQL"
R004796,MLOps
R004797,"Python, SQL, Statistics, Pandas, NLP, Deep Learning"
R004798,"Cloud, Computer Vision, Keras"
R004799,"Java, Docker"
R004800,"Tableau, Excel"
R004801,"PyTorch, Python, Computer Vision"
R004802,"Stakeholder Management, User Stories, Scrum, Product Roadmap"
R004803,"Tableau, Data Cleaning"
R004804,"Deep Learning, Statistics, NLP, Machine Learning, SQL, Pandas"
R004805,"Product Roadmap, User Stories, Scrum"
R004806,"Scrum, Agile"
R004807,"Computer Vision, TensorFlow"
R004808,"Scrum, Agile, Product Roadmap, Stakeholder Management, User Stories"
R004809,"Stakeholder Management, Scrum"
R004810,"REST APIs, Docker"
R004811,"Agile, Scrum, Stakeholder Management, Product Roadmap"
R004812,"Java, Docker, REST APIs, Agile"
R004813,"Git, Agile, System Design, Spring Boot"
R004814,"Tableau, Excel, Reporting, SQL, Data Cleaning"
R004815,"User Stories, Product Roadmap, Stakeholder Management, Scrum, Agile"
R004816,"Docker, Java, REST APIs"
R004817,"TensorFlow, Cloud, Computer Vision"
R004818,"TensorFlow, Keras, Computer Vision, MLOps, Python"
R004819,MLOps
R004820,"User Stories, Stakeholder Management, Product Roadmap, Scrum, Agile"
R004821,"Excel, Reporting, SQL"
R004822,"Scrum, User Stories, Product Roadmap, Stakeholder Management"
R004823,"Spring Boot, Java, System Design, Docker"
R004824,"Scrum, Stakeholder Management, User Stories, Product Roadmap"
R004825,"Excel, SQL, Data Cleaning"
R004826,"Scrum, Stakeholder Management, Product Roadmap, Agile"
R004827,"Agile, System Design, Docker, Git, Java"
R004828,"PyTorch, Computer Vision"
R004829,"User Stories, Agile"
R004830,"Product Roadmap, Agile, User Stories, Stakeholder Management"
R004831,"Tableau, Data Cleaning, SQL, Excel"
R004832,"Spring Boot, System Design, Java, Docker, Agile, Git"
R004833,"NLP, Statistics, Deep Learning, Python"
R004834,"REST APIs, System Design, Spring Boot, Docker"
R004835,"Git, REST APIs, Docker, Java"
R004836,"Keras, PyTorch, TensorFlow"
R004837,Power BI
R004838,"MLOps, TensorFlow, Cloud, Python"
R004839,"Deep Learning, NLP"
R004840,"Product Roadmap, Scrum"
R004841,"SQL, Data Cleaning, Tableau, Reporting"
R004842,"MLOps, Computer Vision, Cloud, Keras"
R004843,"Tableau, SQL, Power BI, Reporting, Excel, Data Cleaning"
R004844,"Computer Vision, Keras, TensorFlow, Python, MLOps"
R004845,"SQL, Power BI"
R004846,"Tableau, Excel, Data Cleaning"
R004847,"Python, Deep Learning, Pandas, SQL, Statistics"
R004848,"Reporting, Tableau, SQL"
R004849,"Python, PyTorch, TensorFlow, MLOps, Cloud"
R004850,"Deep Learning, NLP, Python, Statistics"
R004851,"Java, Agile, REST APIs, Git, System Design"
R004852,"Git, System Design, Docker"
R004853,"Deep Learning, Machine Learning, Statistics"
R004854,"Scrum, Stakeholder Management"
R004855,"SQL, Tableau, Data Cleaning, Reporting"
R004856,"Agile, Docker, REST APIs, System Design, Git"
R004857,"TensorFlow, Python, Keras"
R004858,"User Stories, Agile, Product Roadmap, Stakeholder Management"
R004859,"SQL, Data Cleaning"
R004860,"System Design, Agile, Docker, REST APIs"
R004861,"MLOps, Cloud, Keras, Computer Vision, TensorFlow"
R004862,"Docker, Spring Boot, REST APIs, Git, Java, Agile"
R004863,"REST APIs, Agile, Docker"
R004864,"Power BI, Reporting, SQL, Tableau"
R004865,"Agile, Docker, Java"
R004866,"Reporting, Data Cleaning"
R004867,"PyTorch, MLOps, Computer Vision, TensorFlow"
R004868,"Pandas, Deep Learning, NLP, Statistics"
R004869,"Scrum, User Stories, Agile, Product Roadmap"
R004870,"Excel, SQL, Tableau, Reporting"
R004871,"SQL, Deep Learning, Pandas, NLP, Python, Statistics, Machine Learning"
R004872,"SQL, Reporting, Excel, Tableau, Power BI"
R004873,"Agile, Scrum, Product Roadmap, User Stories, Stakeholder Management"
R004874,"User Stories, Scrum, Product Roadmap"
R004875,Java
R004876,"System Design, Java"
R004877,"Scrum, User Stories, Agile, Product Roadmap, Stakeholder Management"
R004878,"Python, TensorFlow, Keras"
R004879,"Data Cleaning, Reporting"
R004880,"Reporting, SQL, Power BI, Data Cleaning"
R004881,"System Design, Docker, Spring Boot"
R004882,"Agile, Spring Boot, REST APIs"
R004883,"System Design, Git, Docker, Java, Agile"
R004884,"Reporting, Data Cleaning, SQL, Power BI, Excel"
R004885,"Spring Boot, Docker, REST APIs"
R004886,"SQL, Deep Learning, Python, Machine Learning, Statistics"
R004887,"Statistics, Deep Learning, Machine Learning, Pandas, NLP"
R004888,"Stakeholder Management, Scrum"
R004889,"Deep Learning, Python, Machine Learning, SQL, Statistics, NLP"
R004890,"MLOps, Cloud, TensorFlow, PyTorch"
R004891,"SQL, Power BI, Data Cleaning"
R004892,"REST APIs, Agile, Java, Docker, Spring Boot"
R004893,"Stakeholder Management, Scrum, User Stories, Product Roadmap"
R004894,"Keras, TensorFlow, MLOps"
R004895,"NLP, Pandas, Python, SQL, Statistics"
R004896,"REST APIs, Java"
R004897,"System Design, Agile, Java, Spring Boot, Docker"
R004898,"Computer Vision, Keras"
R004899,"Pandas, Python, Machine Learning, NLP"
R004900,"TensorFlow, Python, Cloud, MLOps"
R004901,"Product Roadmap, Stakeholder Management, Scrum, Agile"
R004902,"Cloud, TensorFlow, Computer Vision, PyTorch"
R004903,"Java, Spring Boot, System Design, Docker, Git, REST APIs"
R004904,"Docker, System Design, REST APIs"
R004905,"Keras, MLOps, PyTorch, TensorFlow, Cloud"
R004906,"Data Cleaning, Excel, Tableau, SQL, Power BI"
R004907,"Tableau, Reporting, SQL, Excel, Power BI, Data Cleaning"
R004908,"Python, TensorFlow, Cloud, Computer Vision, PyTorch"
R004909,"Pandas, Statistics, NLP, Deep Learning, SQL"
R004910,"Scrum, User Stories"
R004911,"Reporting, Power BI"
R004912,MLOps
R004913,"Spring Boot, Java, System Design"
R004914,"Docker, Java, Spring Boot, Agile, REST APIs"
R004915,"Power BI, Data Cleaning, Excel"
R004916,"NLP, Statistics, Deep Learning, SQL, Machine Learning"
R004917,"Data Cleaning, Tableau, Reporting, Excel"
R004918,"User Stories, Agile, Scrum, Stakeholder Management"
R004919,"Cloud, Computer Vision, TensorFlow"
R004920,"Scrum, User Stories"
R004921,"Scrum, Product Roadmap, User Stories"
R004922,"Agile, User Stories, Scrum, Product Roadmap"
R004923,"Java, Agile, Spring Boot, Docker"
R004924,"Data Cleaning, Reporting"
R004925,"Deep Learning, NLP, Statistics"
R004926,"Stakeholder Management, Product Roadmap, Agile"
R004927,"Java, Docker"
R004928,"Data Cleaning, Power BI, Excel"
R004929,"MLOps, Computer Vision, Cloud, TensorFlow"
R004930,"Machine Learning, SQL, NLP, Python"
R004931,"SQL, Statistics, Python, NLP"
R004932,"Agile, Product Roadmap, Scrum"
R004933,"Tableau, Excel"
R004934,"Spring Boot, Java"
R004935,"Scrum, Product Roadmap, Agile, Stakeholder Management"
R004936,"Tableau, Reporting, SQL"
R004937,"Cloud, PyTorch, Keras"
R004938,"Power BI, Data Cleaning, Tableau"
R004939,"Java, Agile, System Design, REST APIs"
R004940,"Agile, Stakeholder Management, Scrum, Product Roadmap"
R004941,"Docker, Spring Boot, Git, Agile, Java"
R004942,"Deep Learning, Pandas, Machine Learning, Statistics, NLP"
R004943,"Reporting, Excel, Power BI, Data Cleaning"
R004944,"SQL, Machine Learning"
R004945,"Scrum, Agile, User Stories, Stakeholder Management"
R004946,"Reporting, Power BI"
R004947,"Statistics, Deep Learning, Machine Learning"
R004948,"Excel, SQL"
R004949,"Reporting, Data Cleaning, SQL, Power BI"
R004950,"Python, Computer Vision, PyTorch, MLOps, Keras, TensorFlow, Cloud"
R004951,"Python, Statistics, SQL"
R004952,"Agile, Git"
R004953,"Stakeholder Management, User Stories"
R004954,"Spring Boot, REST APIs, Docker"
R004955,"REST APIs, Docker, Java, Spring Boot"
R004956,"TensorFlow, Python"
R004957,"Spring Boot, Agile, Git, REST APIs, Java, System Design"
R004958,"Stakeholder Management, User Stories, Scrum, Product Roadmap, Agile"
R004959,"PyTorch, Python, Computer Vision, MLOps"
R004960,"REST APIs, System Design, Docker"
R004961,"SQL, Excel, Data Cleaning, Tableau, Power BI"
R004962,"Product Roadmap, Agile, User Stories"
R004963,"Machine Learning, Python, Deep Learning"
R004964,"Cloud, Python"
R004965,"Java, Git"
R004966,"Agile, User Stories, Stakeholder Management"
R004967,"Reporting, Power BI, SQL, Excel"
R004968,"SQL, NLP, Python, Statistics, Pandas"
R004969,"Product Roadmap, Scrum"
R004970,"Cloud, Computer Vision"
R004971,"Power BI, Data Cleaning"
R004972,"NLP, Deep Learning"
R004973,"Cloud, TensorFlow, Computer Vision, Keras"
R004974,"MLOps, Python, Computer Vision, Keras"
R004975,"Python, Machine Learning, SQL, Statistics"
R004976,"Java, System Design, Spring Boot, Agile"
R004977,"Stakeholder Management, Agile, User Stories, Product Roadmap"
R004978,Agile
R004979,"Git, Agile, REST APIs"
R004980,"Agile, System Design, Java, Spring Boot"
R004981,"System Design, Java, REST APIs, Git, Spring Boot"
R004982,"Deep Learning, Statistics"
R004983,"Excel, Reporting, SQL, Tableau"
R004984,"Python, Keras, MLOps"
R004985,"Excel, Power BI, Tableau"
R004986,"Python, Cloud, Computer Vision, PyTorch, Keras"
R004987,User Stories
R004988,"Python, NLP, Deep Learning"
R004989,"Python, TensorFlow, Cloud"
R004990,Power BI
R004991,"MLOps, Cloud, TensorFlow"
R004992,"PyTorch, Computer Vision, TensorFlow, MLOps"
R004993,"TensorFlow, MLOps, Python, Cloud, PyTorch, Computer Vision"
R004994,"NLP, SQL"
R004995,"Agile, Git, REST APIs, Java, System Design"
R004996,"Computer Vision, Keras, Cloud, MLOps"
R004997,"Data Cleaning, Power BI, Excel, Tableau"
R004998,"Machine Learning, NLP, Statistics, Pandas, Python"
R004999,"Power BI, Excel, Tableau"
R005000,"Reporting, Tableau, Power BI, Data Cleaning, Excel"
R005001,"Keras, PyTorch"
R005002,"Keras, TensorFlow, MLOps, Computer Vision, PyTorch"
R005003,"PyTorch, TensorFlow, Computer Vision, Python, Cloud"
R005004,"Excel, Tableau, SQL, Power BI, Data Cleaning, Reporting"
R005005,"Power BI, Reporting, Tableau, Data Cleaning"
R005006,"Excel, Power BI, Reporting"
R005007,"Data Cleaning, SQL, Power BI, Excel, Reporting, Tableau"
R005008,"Excel, Data Cleaning, Tableau"
R005009,"PyTorch, Cloud, Python, TensorFlow, Keras"
R005010,"Keras, Python, Computer Vision, MLOps, TensorFlow"
R005011,"Python, Cloud, TensorFlow, Keras, Computer Vision"
R005012,"Stakeholder Management, Product Roadmap"
R005013,"REST APIs, System Design, Spring Boot, Agile"
R005014,"Product Roadmap, Scrum, User Stories"
R005015,"SQL, Machine Learning, NLP, Pandas, Python, Statistics"
R005016,"System Design, Java, Agile, Spring Boot"
R005017,"Computer Vision, Python, Keras, TensorFlow"
R005018,"Python, Pandas, SQL, Deep Learning, Machine Learning"
R005019,"Product Roadmap, Agile"
R005020,"Machine Learning, Statistics, Deep Learning, SQL, NLP, Pandas"
R005021,"TensorFlow, PyTorch, Computer Vision, Python, Cloud"
R005022,"Deep Learning, Machine Learning, SQL"
R005023,"Reporting, Power BI, Tableau, Excel"
R005024,Stakeholder Management
R005025,"Python, TensorFlow, Keras, Computer Vision"
R005026,"Power BI, Tableau, SQL, Reporting, Data Cleaning"
R005027,"Keras, Python, TensorFlow, Cloud, Computer Vision"
R005028,"REST APIs, Spring Boot, System Design"
R005029,"Git, System Design, REST APIs, Docker"
R005030,"Git, Spring Boot, System Design, Docker, REST APIs"
R005031,"Agile, System Design, Docker, REST APIs, Java"
R005032,"TensorFlow, MLOps, Python, Computer Vision, Keras"
R005033,"Python, TensorFlow, PyTorch, Computer Vision"
R005034,"Machine Learning, Python, NLP, SQL, Pandas"
R005035,"Excel, Data Cleaning"
R005036,"Spring Boot, REST APIs, Java, Agile, System Design, Docker"
R005037,"User Stories, Scrum, Product Roadmap"
R005038,"Keras, MLOps"
R005039,"MLOps, Keras, Computer Vision, PyTorch"
R005040,"PyTorch, Cloud, Keras"
R005041,"Keras, TensorFlow, MLOps, Python, Cloud, PyTorch"
R005042,"NLP, Machine Learning, SQL, Deep Learning, Pandas"
R005043,"Cloud, Computer Vision, MLOps, Keras, Python, PyTorch, TensorFlow"
R005044,"SQL, Data Cleaning, Reporting"
R005045,"Scrum, Product Roadmap"
R005046,"SQL, Machine Learning, NLP, Pandas, Python"
R005047,"Pandas, NLP, SQL"
R005048,"NLP, Python, Pandas"
R005049,"SQL, Excel"
R005050,"Machine Learning, Deep Learning, Statistics, NLP"
R005051,"PyTorch, Keras"
R005052,"Product Roadmap, Agile"
R005053,"Stakeholder Management, User Stories, Scrum, Agile, Product Roadmap"
R005054,"Statistics, Machine Learning, SQL"
R005055,"Scrum, User Stories"
R005056,"Keras, PyTorch, Computer Vision"
R005057,"NLP, Pandas, SQL, Statistics, Deep Learning"
R005058,"Product Roadmap, Scrum, User Stories, Agile"
R005059,"User Stories, Agile, Stakeholder Management"
R005060,"MLOps, Cloud, TensorFlow"
R005061,"Cloud, TensorFlow, Computer Vision, Python"
R005062,"Power BI, Tableau, Reporting, Excel"
R005063,"Python, SQL, Machine Learning, Pandas, Deep Learning"
R005064,"Statistics, Python, Deep Learning, NLP, SQL, Machine Learning"
R005065,"Reporting, Power BI, Tableau, Data Cleaning, Excel"
R005066,"Product Roadmap, Scrum"
R005067,"Reporting, Excel, Tableau, SQL, Power BI"
R005068,"SQL, Statistics, Machine Learning, NLP"
R005069,"User Stories, Product Roadmap"
R005070,"Git, Spring Boot"
R005071,"Data Cleaning, Reporting, SQL"
R005072,"Deep Learning, SQL"
R005073,"Computer Vision, PyTorch, Python"
R005074,"MLOps, Keras, PyTorch, Python"
R005075,"Tableau, SQL, Data Cleaning"
R005076,System Design
R005077,"Deep Learning, Machine Learning, Statistics"
R005078,"Tableau, SQL, Data Cleaning, Reporting"
R005079,"Docker, System Design, Spring Boot, Git, Agile"
R005080,"Stakeholder Management, Scrum"
R005081,"REST APIs, Git"
R005082,"SQL, Power BI, Data Cleaning"
R005083,"Reporting, Excel, Data Cleaning, Tableau, Power BI, SQL"
R005084,"Power BI, Excel, Reporting"
R005085,"PyTorch, Python, Cloud"
R005086,"Stakeholder Management, Product Roadmap, Agile"
R005087,"Pandas, SQL, Statistics, NLP"
R005088,"Spring Boot, Java"
R005089,Python
R005090,"Excel, Power BI, Reporting, Tableau"
R005091,"Spring Boot, System Design, REST APIs, Java, Docker, Agile, Git"
R005092,"Java, REST APIs, Spring Boot"
R005093,"Data Cleaning, Power BI, Tableau, SQL, Excel"
R005094,"SQL, Statistics, Deep Learning"
R005095,User Stories
R005096,"Pandas, SQL"
R005097,"Machine Learning, Deep Learning, Python, Statistics"
R005098,"Stakeholder Management, Scrum"
R005099,"Stakeholder Management, Scrum, Product Roadmap, User Stories, Agile"
R005100,SQL
R005101,"PyTorch, Python"
R005102,"Python, NLP, Machine Learning"
R005103,"SQL, Power BI, Excel, Reporting"
R005104,"MLOps, PyTorch"
R005105,"System Design, Java, Agile, REST APIs, Git"
R005106,"Cloud, Keras"
R005107,"Product Roadmap, Scrum, Agile, Stakeholder Management"
R005108,"MLOps, Computer Vision, Keras, TensorFlow"
R005109,"Spring Boot, System Design, Java, Agile"
R005110,"Product Roadmap, Agile, User Stories, Scrum, Stakeholder Management"
R005111,"Scrum, User Stories"
R005112,"Product Roadmap, Scrum, User Stories"
R005113,"PyTorch, Keras, TensorFlow, Computer Vision, MLOps"
R005114,"Computer Vision, Cloud"
R005115,"NLP, SQL, Pandas, Deep Learning, Python, Machine Learning"
R005116,"User Stories, Product Roadmap, Scrum, Agile"
R005117,"Git, REST APIs, System Design, Spring Boot, Docker"
R005118,"Spring Boot, Docker, Git, System Design"
R005119,"Scrum, User Stories, Stakeholder Management, Product Roadmap"
R005120,"Machine Learning, Statistics, SQL"
R005121,"Computer Vision, Cloud, MLOps, Python, Keras"
R005122,"Agile, System Design, Docker, Java, Spring Boot, Git"
R005123,"Product Roadmap, Stakeholder Management, Scrum, User Stories"
R005124,"Excel, Power BI, Reporting, Data Cleaning"
R005125,"Agile, Scrum"
R005126,"SQL, Python, NLP, Deep Learning, Statistics"
R005127,"Statistics, Pandas"
R005128,"PyTorch, Cloud, Computer Vision"
R005129,"Tableau, Excel"
R005130,"Scrum, Stakeholder Management, Product Roadmap"
R005131,"Java, Agile"
R005132,Data Cleaning
R005133,"Stakeholder Management, User Stories, Scrum, Agile, Product Roadmap"
R005134,"Git, Docker, REST APIs"
R005135,"Tableau, Data Cleaning, Power BI"
R005136,"SQL, Machine Learning, Deep Learning"
R005137,"Product Roadmap, Stakeholder Management, Scrum, Agile"
R005138,"Statistics, SQL, Pandas"
R005139,"Statistics, Deep Learning, NLP"
R005140,"Deep Learning, Machine Learning, Python, NLP"
R005141,"Agile, User Stories, Scrum, Product Roadmap"
R005142,"Keras, PyTorch, Cloud"
R005143,"Power BI, Excel, Reporting, Data Cleaning"
R005144,"Excel, Tableau, SQL, Power BI, Reporting"
R005145,"User Stories, Scrum, Stakeholder Management, Agile, Product Roadmap"
R005146,"Spring Boot, Git, Agile, Docker"
R005147,"Deep Learning, SQL, Statistics, NLP"
R005148,"Product Roadmap, Stakeholder Management, Scrum"
R005149,"SQL, Deep Learning, Machine Learning, Python, Pandas"
R005150,Stakeholder Management
R005151,"Scrum, Agile"
R005152,"Reporting, Tableau, SQL, Power BI, Data Cleaning"
R005153,"Deep Learning, Pandas"
R005154,"Agile, Product Roadmap"
R005155,Product Roadmap
R005156,"NLP, Pandas, Statistics, Deep Learning"
R005157,"Git, Docker, Spring Boot"
R005158,Statistics
R005159,"Power BI, Tableau, Reporting, Data Cleaning, Excel, SQL"
R005160,"Scrum, User Stories, Product Roadmap"
R005161,"Stakeholder Management, Agile, Product Roadmap, Scrum, User Stories"
R005162,"Power BI, Tableau, Data Cleaning"
R005163,"Git, Java, Spring Boot, Agile, System Design, Docker"
R005164,"Product Roadmap, Stakeholder Management, Scrum"
R005165,"Agile, User Stories, Stakeholder Management, Scrum"
R005166,"Data Cleaning, Excel, Reporting"
R005167,"Product Roadmap, Agile, User Stories, Stakeholder Management"
R005168,"Scrum, User Stories, Stakeholder Management, Product Roadmap, Agile"
R005169,"TensorFlow, PyTorch, MLOps, Cloud, Computer Vision"
R005170,"TensorFlow, PyTorch, MLOps"
R005171,"MLOps, Keras, Python"
R005172,"Machine Learning, NLP, Deep Learning, Python"
R005173,"Docker, System Design, Java, Spring Boot, REST APIs, Git"
R005174,"Scrum, Agile"
R005175,"PyTorch, Computer Vision, Python, MLOps"
R005176,Keras
R005177,"Keras, TensorFlow, MLOps, Python, Cloud"
R005178,"Keras, MLOps"
R005179,"Excel, Tableau"
R005180,"Machine Learning, Python, SQL, Deep Learning, Statistics"
R005181,"Deep Learning, Python, Statistics, NLP, Machine Learning"
R005182,"SQL, Power BI"
R005183,"Stakeholder Management, Scrum"
R005184,"SQL, Reporting"
R005185,"Python, MLOps, Computer Vision, TensorFlow, Keras"
R005186,"SQL, Statistics, NLP, Pandas"
R005187,"MLOps, Cloud, Keras, Python"
R005188,"REST APIs, System Design, Spring Boot, Git, Agile, Docker"
R005189,"NLP, Deep Learning, SQL"
R005190,"SQL, Deep Learning, Python, NLP, Pandas"
R005191,"SQL, Excel, Tableau"
R005192,"MLOps, TensorFlow, Cloud, Computer Vision, Keras, Python, PyTorch"
R005193,"Computer Vision, MLOps, Keras"
R005194,"System Design, Java, Git"
R005195,"Python, Computer Vision"
R005196,"Python, Pandas, Machine Learning"
R005197,"Stakeholder Management, Product Roadmap, Scrum, User Stories, Agile"
R005198,"Git, Spring Boot"
R005199,"Power BI, SQL"
R005200,"Tableau, SQL, Power BI, Data Cleaning"
R005201,"Product Roadmap, Agile, Scrum"
R005202,"Tableau, Data Cleaning, Reporting"
R005203,"Machine Learning, Statistics, SQL, NLP, Python, Pandas"
R005204,"System Design, Git, Spring Boot, Agile, REST APIs"
R005205,"System Design, Git, Spring Boot, Agile, Docker"
R005206,"NLP, Python, SQL, Statistics, Machine Learning"
R005207,"Git, System Design, Java, Agile, REST APIs"
R005208,"Spring Boot, System Design, Java"
