JobID,Role,Cleaned_Skills
J004702,Data Scientist,"Statistics, Python, Machine Learning"
J004703,Data Analyst,"SQL, Reporting, Excel, Power BI, Data Cleaning"
J004704,ML Engineer,"Cloud, Computer Vision, Keras, PyTorch, Python"
J004705,Product Manager,"User Stories, Stakeholder Management, Agile"
J004706,Product Manager,"Product Roadmap, Scrum, Stakeholder Management, Agile"
J004707,Product Manager,"Stakeholder Management, User Stories, Scrum, Agile, Product Roadmap"
J004708,Data Analyst,"Power BI, Data Cleaning, SQL, Excel, Tableau, Reporting"
J004709,Product Manager,"Agile, Stakeholder Management, User Stories"
J004710,Software Engineer,"Docker, Spring Boot, System Design, Git, Agile, Java"
J004711,Data Scientist,"Python, Statistics, SQL, Pandas, Deep Learning"
J004712,Software Engineer,"Docker, System Design, Java, REST APIs, Agile, Spring Boot"
J004713,Software Engineer,"System Design, Spring Boot, Java, Agile, Docker"
J004714,Product Manager,"User Stories, Agile, Stakeholder Management, Scrum, Product Roadmap"
J004715,Data Analyst,"Excel, Reporting, Power BI, Tableau"
J004716,ML Engineer,"Cloud, TensorFlow, Keras, MLOps, Python"
J004717,Product Manager,"Stakeholder Management, Agile, Scrum"
J004718,ML Engineer,"MLOps, PyTorch, TensorFlow, Keras"
J004719,ML Engineer,"TensorFlow, Cloud, Python"
J004720,ML Engineer,"PyTorch, Computer Vision, MLOps, Cloud, TensorFlow, Python"
J004721,ML Engineer,"Computer Vision, PyTorch, Python, TensorFlow"
J004722,Software Engineer,"Java, System Design, REST APIs, Git, Spring Boot, Agile, Docker"
J004723,Product Manager,"Stakeholder Management, User Stories, Scrum"
J004724,Data Analyst,"Reporting, SQL, Power BI, Excel, Tableau, Data Cleaning"
J004725,Product Manager,"Stakeholder Management, Product Roadmap, Agile, Scrum"
J004726,Product Manager,"Stakeholder Management, Agile, Scrum, User Stories"
J004727,Data Scientist,"SQL, Machine Learning, Statistics, Deep Learning, Pandas, Python, NLP"
J004728,ML Engineer,"PyTorch, MLOps, Cloud"
J004729,Product Manager,"Product Roadmap, User Stories, Scrum, Agile"
J004730,ML Engineer,"TensorFlow, Python, Cloud, Keras, Computer Vision, PyTorch, MLOps"
J004731,Data Scientist,"NLP, Pandas, Statistics, Deep Learning, Machine Learning"
J004732,Data Analyst,"Excel, SQL, Tableau, Power BI, Data Cleaning"
J004733,Product Manager,"Product Roadmap, Agile, User Stories, Stakeholder Management, Scrum"
J004734,Data Analyst,"Data Cleaning, Excel, Reporting, Power BI, Tableau, SQL"
J004735,Product Manager,"Scrum, Product Roadmap, Agile"
J004736,ML Engineer,"Cloud, MLOps, TensorFlow"
J004737,ML Engineer,"Keras, MLOps, Cloud"
J004738,Product Manager,"Product Roadmap, Agile, Stakeholder Management, User Stories, Scrum"
J004739,Software Engineer,"Agile, Git, Docker, Spring Boot, REST APIs, Java, System Design"
J004740,Data Scientist,"Pandas, Deep Learning, SQL, Python, Statistics, NLP"
J004741,Data Scientist,"Machine Learning, Deep Learning, Pandas, Statistics, NLP"
J004742,Product Manager,"Stakeholder Management, Agile, User Stories"
J004743,Data Analyst,"Tableau, Power BI, Reporting, Excel"
J004744,Data Scientist,"Python, Deep Learning, SQL, Machine Learning, NLP, Statistics"
J004745,ML Engineer,"PyTorch, TensorFlow, MLOps"
J004746,Software Engineer,"System Design, Java, Git, Agile, REST APIs, Docker"
J004747,Software Engineer,"Spring Boot, Git, Agile, System Design"
J004748,Product Manager,"Stakeholder Management, Scrum, Agile, Product Roadmap, User Stories"
J004749,ML Engineer,"Cloud, Python, MLOps, TensorFlow, PyTorch, Keras"
J004750,Data Analyst,"Excel, Power BI, Data Cleaning"
J004751,Product Manager,"Product Roadmap, User Stories, Scrum"
J004752,Software Engineer,"Spring Boot, Java, Agile, Docker, REST APIs, Git"
J004753,ML Engineer,"TensorFlow, Python, Computer Vision, Cloud, PyTorch, MLOps, Keras"
J004754,Data Scientist,"Python, Machine Learning, SQL, Pandas"
J004755,ML Engineer,"MLOps, Computer Vision, Cloud, TensorFlow, Python, PyTorch"
J004756,Software Engineer,"System Design, Docker, Git, Java, Spring Boot, REST APIs, Agile"
J004757,ML Engineer,"TensorFlow, Python, Computer Vision"
J004758,Product Manager,"Scrum, Product Roadmap, User Stories"
J004759,Data Scientist,"SQL, Statistics, Machine Learning, Python, NLP, Deep Learning"
J004760,ML Engineer,"Keras, PyTorch, MLOps, Cloud"
J004761,ML Engineer,"PyTorch, TensorFlow, Python, Keras, Computer Vision"
J004762,Data Scientist,"Statistics, Deep Learning, NLP"
J004763,Product Manager,"Stakeholder Management, User Stories, Product Roadmap, Scrum, Agile"
J004764,ML Engineer,"Python, Computer Vision, PyTorch"
J004765,Data Scientist,"Statistics, Machine Learning, NLP, Deep Learning, Pandas, Python"
J004766,Product Manager,"Agile, Scrum, User Stories"
J004767,Data Scientist,"Pandas, SQL, Python, Statistics, Deep Learning, NLP"
J004768,Data Analyst,"Power BI, Tableau, Reporting, Data Cleaning, SQL, Excel"
J004769,Software Engineer,"Docker, Java, REST APIs"
J004770,ML Engineer,"Keras, Cloud, TensorFlow"
J004771,ML Engineer,"TensorFlow, PyTorch, Computer Vision, MLOps, Cloud, Keras"
J004772,Data Scientist,"Python, Statistics, NLP, SQL"
J004773,Software Engineer,"System Design, Git, Java, Spring Boot, Docker, Agile, REST APIs"
J004774,Product Manager,"User Stories, Scrum, Agile, Product Roadmap"
J004775,Product Manager,"Stakeholder Management, Agile, Scrum, Product Roadmap"
J004776,Data Analyst,"Data Cleaning, Reporting, Tableau, SQL"
J004777,Software Engineer,"Docker, Agile, REST APIs"
J004778,ML Engineer,"Computer Vision, PyTorch, Python, Cloud, Keras, MLOps"
J004779,Data Scientist,"Pandas, Python, Machine Learning"
J004780,Data Analyst,"SQL, Power BI, Reporting, Data Cleaning"
J004781,ML Engineer,"TensorFlow, Python, Keras, MLOps, Cloud, PyTorch, Computer Vision"
J004782,Product Manager,"Agile, Scrum, Product Roadmap, Stakeholder Management"
J004783,Data Analyst,"Excel, Tableau, Data Cleaning"
J004784,Data Scientist,"SQL, Statistics, Pandas"
J004785,Product Manager,"Scrum, Stakeholder Management, Product Roadmap"
J004786,Product Manager,"Scrum, Product Roadmap, Agile"
J004787,ML Engineer,"Cloud, MLOps, Computer Vision, Keras, TensorFlow"
J004788,Data Scientist,"Pandas, Machine Learning, Python, SQL"
J004789,ML Engineer,"MLOps, Cloud, TensorFlow, Computer Vision"
J004790,Data Analyst,"Power BI, Excel, Tableau"
J004791,Data Scientist,"SQL, Python, NLP, Pandas"
J004792,Software Engineer,"Docker, Git, Agile, System Design, REST APIs, Java, Spring Boot"
J004793,Software Engineer,"Git, REST APIs, Agile, System Design, Docker, Spring Boot, Java"
J004794,Data Scientist,"SQL, Python, Statistics, Machine Learning"
J004795,Data Scientist,"Statistics, Machine Learning, Pandas, SQL, Deep Learning, NLP"
J004796,ML Engineer,"PyTorch, Keras, TensorFlow, Python, Cloud, Computer Vision"
J004797,Data Scientist,"Pandas, Python, Statistics"
J004798,ML Engineer,"Computer Vision, Cloud, Keras, PyTorch"
J004799,Software Engineer,"Git, Spring Boot, System Design, Docker, Agile"
J004800,Data Analyst,"Reporting, SQL, Power BI"
J004801,ML Engineer,"TensorFlow, Python, MLOps, Computer Vision"
J004802,Product Manager,"Agile, Stakeholder Management, User Stories"
J004803,Data Analyst,"Tableau, Excel, Reporting"
J004804,Data Scientist,"Deep Learning, SQL, Statistics"
J004805,Product Manager,"User Stories, Product Roadmap, Agile"
J004806,Product Manager,"Stakeholder Management, Agile, User Stories, Product Roadmap"
J004807,ML Engineer,"Computer Vision, Python, TensorFlow, Cloud, Keras, PyTorch"
J004808,Product Manager,"User Stories, Product Roadmap, Stakeholder Management, Agile, Scrum"
J004809,Product Manager,"Agile, User Stories, Stakeholder Management"
J004810,Software Engineer,"REST APIs, Java, System Design, Docker"
J004811,Product Manager,"Stakeholder Management, Product Roadmap, Agile, User Stories, Scrum"
J004812,Software Engineer,"REST APIs, Spring Boot, Agile, System Design, Git"
J004813,Software Engineer,"Docker, Java, Spring Boot, System Design, Agile"
J004814,Data Analyst,"Tableau, Reporting, Power BI"
J004815,Product Manager,"Product Roadmap, Stakeholder Management, Scrum, User Stories"
J004816,Software Engineer,"Agile, System Design, Docker, Git, REST APIs, Java"
J004817,ML Engineer,"Cloud, Python, PyTorch, Computer Vision, TensorFlow"
J004818,ML Engineer,"Computer Vision, Keras, MLOps, Cloud, Python, TensorFlow"
J004819,ML Engineer,"PyTorch, Keras, TensorFlow, Computer Vision"
J004820,Product Manager,"Scrum, Agile, User Stories"
J004821,Data Analyst,"Tableau, Power BI, Excel, SQL, Data Cleaning"
J004822,Product Manager,"Product Roadmap, Scrum, Agile, Stakeholder Management"
J004823,Software Engineer,"Spring Boot, Git, Java, Docker, Agile, REST APIs"
J004824,Product Manager,"Product Roadmap, Agile, User Stories, Scrum, Stakeholder Management"
J004825,Data Analyst,"Data Cleaning, Excel, Reporting, Tableau, Power BI, SQL"
J004826,Product Manager,"User Stories, Product Roadmap, Stakeholder Management, Agile"
J004827,Software Engineer,"System Design, Agile, REST APIs, Spring Boot, Docker"
J004828,ML Engineer,"TensorFlow, Cloud, Keras, PyTorch, Python, MLOps"
J004829,Product Manager,"User Stories, Scrum, Product Roadmap"
J004830,Product Manager,"Scrum, User Stories, Stakeholder Management, Agile"
J004831,Data Analyst,"Tableau, Excel, Reporting, Data Cleaning"
J004832,Software Engineer,"System Design, Git, Spring Boot, Docker, Java"
J004833,Data Scientist,"NLP, SQL, Machine Learning, Python, Statistics, Deep Learning, Pandas"
J004834,Software Engineer,"Agile, Git, REST APIs, Docker, Java, Spring Boot"
J004835,Software Engineer,"Git, Agile, System Design, Java, Docker, REST APIs, Spring Boot"
J004836,ML Engineer,"Computer Vision, MLOps, Python"
J004837,Data Analyst,"Tableau, Power BI, Data Cleaning, Excel, SQL"
J004838,ML Engineer,"Python, MLOps, Keras, TensorFlow, PyTorch"
J004839,Data Scientist,"SQL, Statistics, NLP, Machine Learning, Pandas"
J004840,Product Manager,"Stakeholder Management, User Stories, Product Roadmap, Scrum"
J004841,Data Analyst,"Reporting, Power BI, SQL, Data Cleaning, Tableau, Excel"
J004842,ML Engineer,"Keras, Computer Vision, MLOps, TensorFlow"
J004843,Data Analyst,"Reporting, Data Cleaning, Excel, SQL"
J004844,ML Engineer,"Keras, MLOps, TensorFlow, PyTorch, Cloud"
J004845,Data Analyst,"Power BI, Data Cleaning, Reporting, SQL"
J004846,Data Analyst,"Excel, SQL, Data Cleaning"
J004847,Data Scientist,"Python, NLP, Deep Learning, SQL, Machine Learning, Statistics, Pandas"
J004848,Data Analyst,"Data Cleaning, Excel, Reporting"
J004849,ML Engineer,"PyTorch, Cloud, TensorFlow, MLOps"
J004850,Data Scientist,"Machine Learning, Deep Learning, NLP, Python, Pandas, SQL, Statistics"
J004851,Software Engineer,"System Design, Docker, REST APIs, Spring Boot"
J004852,Software Engineer,"System Design, REST APIs, Spring Boot"
J004853,Data Scientist,"Machine Learning, Python, Pandas, Deep Learning, Statistics, NLP, SQL"
J004854,Product Manager,"Agile, Stakeholder Management, Scrum, Product Roadmap, User Stories"
J004855,Data Analyst,"SQL, Power BI, Excel, Reporting, Data Cleaning, Tableau"
J004856,Software Engineer,"Agile, Spring Boot, System Design, REST APIs, Git, Docker, Java"
J004857,ML Engineer,"Cloud, MLOps, Computer Vision"
J004858,Product Manager,"User Stories, Product Roadmap, Scrum, Stakeholder Management, Agile"
J004859,Data Analyst,"Data Cleaning, Excel, Power BI"
J004860,Software Engineer,"REST APIs, Docker, Git, Spring Boot, System Design, Agile"
J004861,ML Engineer,"TensorFlow, Keras, Cloud, Python, PyTorch"
J004862,Software Engineer,"Spring Boot, REST APIs, Java, Docker, Git, Agile"
J004863,Software Engineer,"System Design, Spring Boot, Java"
J004864,Data Analyst,"Tableau, Reporting, Power BI, Data Cleaning, Excel, SQL"
J004865,Software Engineer,"System Design, Agile, Docker, Java, REST APIs, Spring Boot, Git"
J004866,Data Analyst,"Data Cleaning, Tableau, Excel, Reporting, Power BI, SQL"
J004867,ML Engineer,"Computer Vision, PyTorch, Cloud, Keras, Python, MLOps, TensorFlow"
J004868,Data Scientist,"NLP, Pandas, Deep Learning, Python, Machine Learning, SQL"
J004869,Product Manager,"Stakeholder Management, User Stories, Product Roadmap, Agile, Scrum"
J004870,Data Analyst,"Reporting, Excel, Data Cleaning, Power BI, SQL, Tableau"
J004871,Data Scientist,"Deep Learning, Pandas, Python, NLP"
J004872,Data Analyst,"Power BI, SQL, Excel, Data Cleaning, Reporting"
J004873,Product Manager,"Scrum, Product Roadmap, Agile, Stakeholder Management, User Stories"
J004874,Product Manager,"User Stories, Product Roadmap, Stakeholder Management"
J004875,Software Engineer,"System Design, Spring Boot, Java, Docker"
J004876,Software Engineer,"Java, Git, REST APIs, System Design, Spring Boot"
J004877,Product Manager,"User Stories, Scrum, Stakeholder Management"
J004878,ML Engineer,"Keras, TensorFlow, Computer Vision, Cloud"
J004879,Data Analyst,"Data Cleaning, Power BI, Excel"
J004880,Data Analyst,"Reporting, Power BI, Data Cleaning, SQL, Excel"
J004881,Software Engineer,"Java, Spring Boot, REST APIs, Docker, System Design, Git"
J004882,Software Engineer,"Docker, Spring Boot, REST APIs, System Design, Git, Java, Agile"
J004883,Software Engineer,"REST APIs, System Design, Spring Boot, Docker, Java, Git"
J004884,Data Analyst,"Tableau, Power BI, SQL"
J004885,Software Engineer,"Java, Docker, System Design, REST APIs, Spring Boot, Git"
J004886,Data Scientist,"Deep Learning, Python, Machine Learning, Pandas"
J004887,Data Scientist,"Pandas, NLP, Statistics"
J004888,Product Manager,"Stakeholder Management, Product Roadmap, Agile, Scrum"
J004889,Data Scientist,"NLP, Python, Statistics, SQL, Deep Learning, Pandas"
J004890,ML Engineer,"TensorFlow, PyTorch, Python, MLOps, Keras, Cloud"
J004891,Data Analyst,"Reporting, Excel, Tableau, SQL, Power BI"
J004892,Software Engineer,"Agile, Git, System Design"
J004893,Product Manager,"Product Roadmap, Scrum, User Stories, Stakeholder Management"
J004894,ML Engineer,"MLOps, Keras, Cloud, Python, PyTorch"
J004895,Data Scientist,"Pandas, SQL, NLP, Machine Learning, Deep Learning, Python"
J004896,Software Engineer,"Agile, System Design, Spring Boot"
J004897,Software Engineer,"Git, System Design, Java, Agile, REST APIs, Spring Boot"
J004898,ML Engineer,"PyTorch, Computer Vision, Python, Keras, Cloud"
J004899,Data Scientist,"Deep Learning, Statistics, Python"
J004900,ML Engineer,"MLOps, PyTorch, Keras, Cloud, Computer Vision, Python"
J004901,Product Manager,"User Stories, Stakeholder Management, Agile, Product Roadmap, Scrum"
J004902,ML Engineer,"Keras, Cloud, Computer Vision"
J004903,Software Engineer,"Spring Boot, System Design, Agile"
J004904,Software Engineer,"Java, System Design, Git"
J004905,ML Engineer,"Python, Cloud, TensorFlow, MLOps"
J004906,Data Analyst,"Power BI, Tableau, SQL, Reporting, Excel, Data Cleaning"
J004907,Data Analyst,"Data Cleaning, Tableau, Power BI, Reporting"
J004908,ML Engineer,"MLOps, Keras, PyTorch, Cloud, TensorFlow, Computer Vision"
J004909,Data Scientist,"Pandas, Python, Statistics, NLP, SQL, Deep Learning, Machine Learning"
J004910,Product Manager,"Scrum, Agile, Stakeholder Management, User Stories, Product Roadmap"
J004911,Data Analyst,"Data Cleaning, Power BI, Tableau, Excel, SQL, Reporting"
J004912,ML Engineer,"MLOps, TensorFlow, Python, PyTorch, Keras, Cloud, Computer Vision"
J004913,Software Engineer,"Spring Boot, REST APIs, Git"
J004914,Software Engineer,"Git, System Design, Agile, Spring Boot, Java, REST APIs, Docker"
J004915,Data Analyst,"Tableau, Reporting, SQL, Data Cleaning"
J004916,Data Scientist,"Pandas, NLP, Statistics, Python"
J004917,Data Analyst,"SQL, Reporting, Excel"
J004918,Product Manager,"Agile, Stakeholder Management, User Stories"
J004919,ML Engineer,"Computer Vision, Keras, TensorFlow"
J004920,Product Manager,"Product Roadmap, Agile, User Stories"
J004921,Product Manager,"Agile, Scrum, User Stories"
J004922,Product Manager,"User Stories, Stakeholder Management, Product Roadmap"
J004923,Software Engineer,"Git, Spring Boot, Agile, REST APIs, Docker, System Design, Java"
J004924,Data Analyst,"Tableau, Power BI, Excel, Data Cleaning, Reporting, SQL"
J004925,Data Scientist,"Deep Learning, SQL, Machine Learning, NLP, Statistics"
J004926,Product Manager,"Product Roadmap, User Stories, Stakeholder Management"
J004927,Software Engineer,"Java, Spring Boot, Git, Docker, Agile"
J004928,Data Analyst,"Power BI, Excel, SQL, Tableau, Data Cleaning, Reporting"
J004929,ML Engineer,"PyTorch, MLOps, Python, Cloud, TensorFlow"
J004930,Data Scientist,"Deep Learning, Machine Learning, Pandas, Python"
J004931,Data Scientist,"Deep Learning, Statistics, NLP, Pandas, Python, Machine Learning"
J004932,Product Manager,"Product Roadmap, Agile, Stakeholder Management, User Stories, Scrum"
J004933,Data Analyst,"Excel, Power BI, SQL, Reporting"
J004934,Software Engineer,"Git, System Design, Agile, Docker, REST APIs, Spring Boot, Java"
J004935,Product Manager,"Scrum, Stakeholder Management, Agile, User Stories"
J004936,Data Analyst,"Reporting, SQL, Excel"
J004937,ML Engineer,"Cloud, MLOps, TensorFlow, Python, Keras, PyTorch, Computer Vision"
J004938,Data Analyst,"Reporting, Excel, SQL"
J004939,Software Engineer,"Spring Boot, Docker, System Design, Java, REST APIs, Git"
J004940,Product Manager,"Stakeholder Management, User Stories, Scrum"
J004941,Software Engineer,"System Design, Spring Boot, Docker, Java, Git, Agile, REST APIs"
J004942,Data Scientist,"NLP, Statistics, Machine Learning"
J004943,Data Analyst,"Reporting, Tableau, Power BI, SQL"
J004944,Data Scientist,"Pandas, SQL, Python"
J004945,Product Manager,"Scrum, Agile, User Stories, Stakeholder Management, Product Roadmap"
J004946,Data Analyst,"Tableau, Reporting, Power BI, Excel, SQL"
J004947,Data Scientist,"SQL, Python, Pandas, Deep Learning, Statistics, NLP"
J004948,Data Analyst,"Reporting, Tableau, Power BI, Excel, Data Cleaning, SQL"
J004949,Data Analyst,"Reporting, Excel, Tableau, Power BI, SQL, Data Cleaning"
J004950,ML Engineer,"Keras, Computer Vision, Python, Cloud, PyTorch, TensorFlow, MLOps"
J004951,Data Scientist,"Python, Pandas, Machine Learning, Deep Learning, NLP"
J004952,Software Engineer,"REST APIs, System Design, Java, Spring Boot, Docker, Git"
J004953,Product Manager,"User Stories, Product Roadmap, Stakeholder Management, Agile, Scrum"
J004954,Software Engineer,"Java, Agile, System Design, Git"
J004955,Software Engineer,"Spring Boot, Git, System Design, Java"
J004956,ML Engineer,"Keras, Python, Cloud"
J004957,Software Engineer,"Agile, Git, Java, System Design, REST APIs, Docker"
J004958,Product Manager,"Agile, Product Roadmap, User Stories, Scrum"
J004959,ML Engineer,"MLOps, Computer Vision, PyTorch"
J004960,Software Engineer,"Agile, Spring Boot, Git, System Design, Docker, Java, REST APIs"
J004961,Data Analyst,"Tableau, SQL, Data Cleaning, Reporting, Power BI"
J004962,Product Manager,"Stakeholder Management, Agile, User Stories"
J004963,Data Scientist,"Machine Learning, SQL, Statistics, Deep Learning, Python, Pandas, NLP"
J004964,ML Engineer,"Python, MLOps, PyTorch, Keras, Cloud, TensorFlow, Computer Vision"
J004965,Software Engineer,"Agile, REST APIs, System Design, Spring Boot, Git"
J004966,Product Manager,"Scrum, Product Roadmap, Agile, Stakeholder Management"
J004967,Data Analyst,"Data Cleaning, SQL, Tableau, Power BI"
J004968,Data Scientist,"Python, Statistics, Pandas, Deep Learning, NLP"
J004969,Product Manager,"Product Roadmap, Agile, Stakeholder Management, User Stories"
J004970,ML Engineer,"Cloud, MLOps, Keras, PyTorch, Python"
J004971,Data Analyst,"SQL, Data Cleaning, Power BI"
J004972,Data Scientist,"Statistics, Machine Learning, Deep Learning, Python, Pandas, SQL, NLP"
J004973,ML Engineer,"MLOps, PyTorch, Cloud, Computer Vision, Python"
J004974,ML Engineer,"TensorFlow, PyTorch, Cloud, Keras, MLOps"
J004975,Data Scientist,"Deep Learning, SQL, NLP, Statistics, Python, Pandas, Machine Learning"
J004976,Software Engineer,"Docker, REST APIs, System Design, Spring Boot, Java"
J004977,Product Manager,"Product Roadmap, Scrum, Stakeholder Management, Agile, User Stories"
J004978,Product Manager,"User Stories, Product Roadmap, Scrum, Agile"
J004979,Software Engineer,"Docker, Agile, Java, Git, REST APIs, System Design, Spring Boot"
J004980,Software Engineer,"System Design, Docker, REST APIs, Git, Spring Boot, Java, Agile"
J004981,Software Engineer,"System Design, Spring Boot, Agile, Java, Git, Docker, REST APIs"
J004982,Data Scientist,"Python, Machine Learning, Deep Learning"
J004983,Data Analyst,"Data Cleaning, Excel, Tableau, Power BI"
J004984,ML Engineer,"MLOps, Python, TensorFlow"
J004985,Data Analyst,"Tableau, Power BI, Excel"
J004986,ML Engineer,"Cloud, MLOps, Python, Keras"
J004987,Product Manager,"Agile, Scrum, Product Roadmap, Stakeholder Management, User Stories"
J004988,Data Scientist,"Machine Learning, SQL, Deep Learning, Pandas, Python, Statistics, NLP"
J004989,ML Engineer,"TensorFlow, MLOps, Keras, Cloud"
J004990,Data Analyst,"Tableau, Excel, Data Cleaning, SQL, Power BI"
J004991,ML Engineer,"Computer Vision, Python, Keras, TensorFlow, PyTorch, MLOps, Cloud"
J004992,ML Engineer,"TensorFlow, Python, Cloud, Keras"
J004993,ML Engineer,"MLOps, Cloud, TensorFlow, Keras, Computer Vision"
J004994,Data Scientist,"Python, Statistics, Machine Learning, SQL"
J004995,Software Engineer,"Docker, Java, Agile, Spring Boot, REST APIs"
J004996,ML Engineer,"PyTorch, TensorFlow, Keras, Computer Vision, Python"
J004997,Data Analyst,"Tableau, Data Cleaning, SQL, Power BI, Excel, Reporting"
J004998,Data Scientist,"Machine Learning, SQL, Python, Pandas"
J004999,Data Analyst,"SQL, Reporting, Data Cleaning, Excel, Tableau, Power BI"
J005000,Data Analyst,"Excel, Reporting, Power BI, SQL, Tableau, Data Cleaning"
J005001,ML Engineer,"Keras, Computer Vision, Cloud, TensorFlow"
J005002,ML Engineer,"MLOps, Keras, Computer Vision, TensorFlow"
J005003,ML Engineer,"PyTorch, MLOps, Computer Vision"
J005004,Data Analyst,"Reporting, Tableau, Excel, Power BI, Data Cleaning"
J005005,Data Analyst,"SQL, Power BI, Data Cleaning, Tableau, Reporting, Excel"
J005006,Data Analyst,"Reporting, Excel, Data Cleaning, Power BI, Tableau, SQL"
J005007,Data Analyst,"Reporting, Tableau, Excel, Power BI"
J005008,Data Analyst,"Reporting, Excel, Power BI, SQL, Data Cleaning"
J005009,ML Engineer,"MLOps, Keras, PyTorch, Python, Cloud"
J005010,ML Engineer,"PyTorch, MLOps, TensorFlow, Keras"
J005011,ML Engineer,"Keras, Cloud, PyTorch"
J005012,Product Manager,"Scrum, User Stories, Product Roadmap"
J005013,Software Engineer,"Spring Boot, System Design, Java, Git"
J005014,Product Manager,"Agile, Scrum, Product Roadmap"
J005015,Data Scientist,"Python, Machine Learning, NLP, SQL, Statistics, Deep Learning, Pandas"
J005016,Software Engineer,"Spring Boot, System Design, Docker"
J005017,ML Engineer,"Computer Vision, TensorFlow, Keras"
J005018,Data Scientist,"Machine Learning, Statistics, NLP, Python, SQL"
J005019,Product Manager,"Stakeholder Management, Product Roadmap, User Stories, Agile, Scrum"
J005020,Data Scientist,"Statistics, Machine Learning, Pandas, SQL, Python, Deep Learning, NLP"
J005021,ML Engineer,"Python, Keras, MLOps, PyTorch, TensorFlow"
J005022,Data Scientist,"Machine Learning, SQL, Python, Pandas, NLP, Deep Learning, Statistics"
J005023,Data Analyst,"Tableau, Reporting, SQL, Data Cleaning, Power BI, Excel"
J005024,Product Manager,"Agile, Product Roadmap, Scrum, User Stories"
J005025,ML Engineer,"Computer Vision, PyTorch, Python, MLOps, Cloud, TensorFlow, Keras"
J005026,Data Analyst,"Tableau, Reporting, Excel, SQL"
J005027,ML Engineer,"Python, MLOps, Computer Vision, Keras"
J005028,Software Engineer,"Docker, Git, Agile, REST APIs, System Design"
J005029,Software Engineer,"Spring Boot, REST APIs, Java, Docker, Agile, System Design"
J005030,Software Engineer,"Docker, Java, REST APIs"
J005031,Software Engineer,"Git, Agile, Java"
J005032,ML Engineer,"Python, Computer Vision, Keras, PyTorch, Cloud"
J005033,ML Engineer,"TensorFlow, Computer Vision, Python, PyTorch"
J005034,Data Scientist,"Deep Learning, Python, SQL, NLP"
J005035,Data Analyst,"Reporting, Tableau, SQL, Data Cleaning"
J005036,Software Engineer,"REST APIs, System Design, Docker, Git, Spring Boot, Java, Agile"
J005037,Product Manager,"Scrum, Product Roadmap, Agile, User Stories"
J005038,ML Engineer,"Computer Vision, Python, Keras"
J005039,ML Engineer,"PyTorch, Cloud, Keras, Computer Vision, Python, MLOps"
J005040,ML Engineer,"Python, TensorFlow, Keras, Computer Vision"
J005041,ML Engineer,"Cloud, TensorFlow, PyTorch, Python"
J005042,Data Scientist,"Statistics, NLP, Python"
J005043,ML Engineer,"Python, PyTorch, Cloud, Keras, TensorFlow, MLOps"
J005044,Data Analyst,"Power BI, SQL, Reporting, Tableau"
J005045,Product Manager,"Stakeholder Management, User Stories, Agile"
J005046,Data Scientist,"NLP, Statistics, SQL"
J005047,Data Scientist,"SQL, Statistics, Pandas, Machine Learning, Deep Learning, Python"
J005048,Data Scientist,"Python, Deep Learning, NLP, SQL, Pandas, Machine Learning, Statistics"
J005049,Data Analyst,"Tableau, Excel, Reporting, Power BI"
J005050,Data Scientist,"Statistics, NLP, SQL, Python, Machine Learning, Deep Learning"
J005051,ML Engineer,"Python, MLOps, Computer Vision, Cloud"
J005052,Product Manager,"Agile, Product Roadmap, User Stories"
J005053,Product Manager,"Scrum, Stakeholder Management, Agile"
J005054,Data Scientist,"Pandas, Python, Machine Learning, NLP, SQL, Statistics, Deep Learning"
J005055,Product Manager,"Product Roadmap, Agile, Scrum, Stakeholder Management"
J005056,ML Engineer,"Computer Vision, PyTorch, TensorFlow"
J005057,Data Scientist,"Python, Machine Learning, NLP"
J005058,Product Manager,"Scrum, Agile, User Stories, Product Roadmap"
J005059,Product Manager,"Scrum, User Stories, Stakeholder Management, Product Roadmap"
J005060,ML Engineer,"PyTorch, TensorFlow, Keras, Cloud, Python, Computer Vision"
J005061,ML Engineer,"PyTorch, Python, TensorFlow, Cloud, MLOps, Computer Vision, Keras"
J005062,Data Analyst,"Data Cleaning, Power BI, SQL, Excel, Reporting"
J005063,Data Scientist,"Pandas, SQL, Deep Learning, Python, Machine Learning"
J005064,Data Scientist,"Python, Deep Learning, Statistics"
J005065,Data Analyst,"Tableau, Excel, Power BI, Reporting, Data Cleaning, SQL"
J005066,Product Manager,"Product Roadmap, Agile, Stakeholder Management, User Stories"
J005067,Data Analyst,"SQL, Data Cleaning, Excel"
J005068,Data Scientist,"NLP, Machine Learning, Statistics, Python, SQL"
J005069,Product Manager,"Product Roadmap, Agile, Scrum, Stakeholder Management, User Stories"
J005070,Software Engineer,"Agile, Java, Spring Boot, Git, Docker"
J005071,Data Analyst,"Excel, SQL, Data Cleaning, Tableau, Power BI, Reporting"
J005072,Data Scientist,"Machine Learning, Python, NLP, Pandas, SQL, Statistics"
J005073,ML Engineer,"PyTorch, MLOps, Keras, TensorFlow"
J005074,ML Engineer,"Computer Vision, Python, MLOps"
J005075,Data Analyst,"Reporting, Excel, Power BI, SQL"
J005076,Software Engineer,"System Design, Git, Agile"
J005077,Data Scientist,"Machine Learning, Python, SQL, Deep Learning"
J005078,Data Analyst,"Excel, Reporting, Data Cleaning, Tableau"
J005079,Software Engineer,"Docker, Git, Spring Boot, Java, Agile, System Design"
